Key,Id,Chinese (Simplified)(zh-CN),Chinese (Traditional)(zh-TW),English(en),Japanese (Japan)(ja-JP),Korean(ko),Thai(th),Vietnamese(vi)
IconWhiteGranulatedSugarName,2.48095E+13,白砂糖,白砂糖,,,,,
IconBrewedRiceVinegarName,2.48095E+13,酿造米醋,酿造米醋,,,,,
IconStarAniseSpiceName,2.48095E+13,八角茴香,八角茴香,,,,,
IconCinnamonBarkName,2.48095E+13,桂皮,桂皮,,,,,
IconWhitePepperPowderName,2.48095E+13,白胡椒粉,白胡椒粉,,,,,
IconSaffronThreadName,2.48095E+13,藏红花丝,藏红花丝,,,,,
IconNaturalVanillaBeanName,2.48095E+13,天然香草荚,天然香草荚,,,,,
IconWildMatsutakePowderName,2.48095E+13,野生松茸粉,野生松茸粉,,,,,
IconAgedFishSauceName,2.48095E+13,陈年鱼露,陈年鱼露,,,,,
"IconStirFriedWhiteRadishRecipe
Name",2.48095E+13,清炒白萝卜配方,清炒白萝卜配方,,,,,
IconHomemadeTenderTofuSoupRecipeName,2.48095E+13,家常嫩豆腐汤配方,家常嫩豆腐汤配方,,,,,
IconBraisedPotatoChunksRecipeName,2.48095E+13,红烧土豆块配方,红烧土豆块配方,,,,,
IconShreddedGreenPepperStirFryRecipeName,2.48095E+13,手撕青椒小炒配方,手撕青椒小炒配方,,,,,
IconStirFriedChineseCabbageRecipeName,2.48095E+13,清炒大白菜配方,清炒大白菜配方,,,,,
IconTomatoAndEggStirFryRecipeName,2.48095E+13,番茄炒蛋配方,番茄炒蛋配方,,,,,
IconBraisedPorkBellyWithWaxGourdRecipeName,2.48095E+13,五花肉烧冬瓜配方,五花肉烧冬瓜配方,,,,,
IconBlanchedBroccoliRecipeName,2.48095E+13,白灼西兰花配方,白灼西兰花配方,,,,,
IconBraisedEggplantRecipeName,2.48095E+13,红烧茄子配方,红烧茄子配方,,,,,
IconStirFriedChineseYamSlicesRecipeName,2.48095E+13,清炒山药片配方,清炒山药片配方,,,,,
IconStirFriedShiitakeMushroomWithCeleryRecipeName,2.48095E+13,香菇炒芹菜配方,香菇炒芹菜配方,,,,,
IconBraisedYubaSticksRecipeName,2.48095E+13,红烧腐竹配方,红烧腐竹配方,,,,,
IconLettuceAndChickenBreastSaladRecipeName,2.48095E+13,生菜鸡胸肉沙拉配方,生菜鸡胸肉沙拉配方,,,,,
IconDryFriedGreenBeansRecipeName,2.48095E+13,干煸豆角配方,干煸豆角配方,,,,,
IconEnokiMushroomAndTofuSoupRecipeName,2.48095E+13,金针菇豆腐汤配方,金针菇豆腐汤配方,,,,,
IconCrucianCarpFreshSoupRecipeName,2.48095E+13,鲫鱼鲜汤配方,鲫鱼鲜汤配方,,,,,
IconGrassCarpBoiledFishSlicesRecipeName,2.48095E+13,草鱼水煮鱼片配方,草鱼水煮鱼片配方,,,,,
IconSweetAndSourCommonCarpRecipeName,2.48095E+13,糖醋鲤鱼配方,糖醋鲤鱼配方,,,,,
IconBigheadCarpFishHeadCasseroleRecipeName,2.48095E+13,花鲢鱼头煲配方,花鲢鱼头煲配方,,,,,
IconPanFriedTilapiaRecipeName,2.48095E+13,香煎罗非鱼配方,香煎罗非鱼配方,,,,,
IconBraisedSmallYellowCroakerRecipeName,2.48095E+13,红烧小黄鱼配方,红烧小黄鱼配方,,,,,
IconSteamedPerchRecipeName,2.48095E+13,清蒸鲈鱼配方,清蒸鲈鱼配方,,,,,
IconSnakeheadFishPickledCabbageSoupRecipeName,2.48095E+13,黑鱼酸菜鱼配方,黑鱼酸菜鱼配方,,,,,
IconHerbFriedSilverPomfretRecipeName,2.48095E+13,香草煎鲳鱼配方,香草煎鲳鱼配方,,,,,
IconFishSauceSteamedGrouperRecipeName,2.48095E+13,鱼露清蒸石斑鱼配方,鱼露清蒸石斑鱼配方,,,,,
IconMatsutakeBraisedLargeYellowCroakerRecipeName,2.48095E+13,松茸焖大黄鱼配方,松茸焖大黄鱼配方,,,,,
IconRiceVinegarSteamedTurbotRecipeName,2.48095E+13,米醋蒸多宝鱼配方,米醋蒸多宝鱼配方,,,,,
IconSaffronLeopardCoralGrouperRecipeName,2.48095E+13,藏红花东星斑配方,藏红花东星斑配方,,,,,
IconHerbBakedAtlanticCodRecipeName,2.48095E+13,香草烤鳕鱼配方,香草烤鳕鱼配方,,,,,
IconWhitebaitEggCustardRecipeName,2.48095E+13,银鱼蛋羹配方,银鱼蛋羹配方,,,,,
IconSquirrelShapedMandarinFishRecipeName,2.48095E+13,松鼠鳜鱼配方,松鼠鳜鱼配方,,,,,
IconPanFriedSpanishMackerelRecipeName,2.48095E+13,香煎马鲛鱼配方,香煎马鲛鱼配方,,,,,
IconAncientSteamedYangtzeShadRecipeName,2.48095E+13,古法蒸长江鲥鱼配方,古法蒸长江鲥鱼配方,,,,,
IconMatsutakeTunaSashimiRecipeName,2.48095E+13,松茸金枪鱼刺身配方,松茸金枪鱼刺身配方,,,,,
IconSilverCarpFishBallSoupRecipeName,2.48095E+13,白鲢鱼丸汤配方,白鲢鱼丸汤配方,,,,,
IconArrangeTheMealName,2.48095E+13,拼好饭,拼好饭,,,,,
IconStirFriedWhiteRadishName,2.48095E+13,清炒白萝卜,清炒白萝卜,,,,,
IconHomemadeTenderTofuSoupName,2.48095E+13,家常嫩豆腐汤,家常嫩豆腐汤,,,,,
IconBraisedPotatoChunksName,2.48095E+13,红烧土豆块,红烧土豆块,,,,,
IconShreddedGreenPepperStirFryName,2.48095E+13,手撕青椒小炒,手撕青椒小炒,,,,,
IconStirFriedChineseCabbageName,2.48095E+13,清炒大白菜,清炒大白菜,,,,,
IconTomatoAndEggStirFryName,2.48095E+13,番茄炒蛋,番茄炒蛋,,,,,
IconBraisedPorkBellyWithWaxGourdName,2.48095E+13,五花肉烧冬瓜,五花肉烧冬瓜,,,,,
IconBlanchedBroccoliName,2.48095E+13,白灼西兰花,白灼西兰花,,,,,
IconBraisedEggplantName,2.48095E+13,红烧茄子,红烧茄子,,,,,
IconStirFriedChineseYamSlicesName,2.48095E+13,清炒山药片,清炒山药片,,,,,
IconStirFriedShiitakeMushroomWithCeleryName,2.48095E+13,香菇炒芹菜,香菇炒芹菜,,,,,
IconBraisedYubaSticksName,2.48095E+13,红烧腐竹,红烧腐竹,,,,,
IconLettuceAndChickenBreastSaladName,2.48095E+13,生菜鸡胸肉沙拉,生菜鸡胸肉沙拉,,,,,
IconDryFriedGreenBeansName,2.48095E+13,干煸豆角,干煸豆角,,,,,
IconEnokiMushroomAndTofuSoupName,2.48095E+13,金针菇豆腐汤,金针菇豆腐汤,,,,,
IconCrucianCarpFreshSoupName,2.48095E+13,鲫鱼鲜汤,鲫鱼鲜汤,,,,,
IconGrassCarpBoiledFishSlicesName,2.48095E+13,草鱼水煮鱼片,草鱼水煮鱼片,,,,,
IconSweetAndSourCommonCarpName,2.48095E+13,糖醋鲤鱼,糖醋鲤鱼,,,,,
IconBigheadCarpFishHeadCasseroleName,2.48095E+13,花鲢鱼头煲,花鲢鱼头煲,,,,,
IconPanFriedTilapiaName,2.48095E+13,香煎罗非鱼,香煎罗非鱼,,,,,
IconBraisedSmallYellowCroakerName,2.48095E+13,红烧小黄鱼,红烧小黄鱼,,,,,
IconSteamedPerchName,2.48095E+13,清蒸鲈鱼,清蒸鲈鱼,,,,,
IconSnakeheadFishPickledCabbageSoupName,2.48095E+13,黑鱼酸菜鱼,黑鱼酸菜鱼,,,,,
IconHerbFriedSilverPomfretName,2.48095E+13,香草煎鲳鱼,香草煎鲳鱼,,,,,
IconFishSauceSteamedGrouperName,2.48095E+13,鱼露清蒸石斑鱼,鱼露清蒸石斑鱼,,,,,
IconMatsutakeBraisedLargeYellowCroakerName,2.48095E+13,松茸焖大黄鱼,松茸焖大黄鱼,,,,,
IconRiceVinegarSteamedTurbotName,2.48095E+13,米醋蒸多宝鱼,米醋蒸多宝鱼,,,,,
IconSaffronLeopardCoralGrouperName,2.48095E+13,藏红花东星斑,藏红花东星斑,,,,,
IconHerbBakedAtlanticCodName,2.48095E+13,香草烤鳕鱼,香草烤鳕鱼,,,,,
IconWhitebaitEggCustardName,2.48095E+13,银鱼蛋羹,银鱼蛋羹,,,,,
IconSquirrelShapedMandarinFishName,2.48095E+13,松鼠鳜鱼,松鼠鳜鱼,,,,,
IconPanFriedSpanishMackerelName,2.48095E+13,香煎马鲛鱼,香煎马鲛鱼,,,,,
IconAncientSteamedYangtzeShadName,2.48095E+13,古法蒸长江鲥鱼,古法蒸长江鲥鱼,,,,,
IconMatsutakeTunaSashimiName,2.48095E+13,松茸金枪鱼刺身,松茸金枪鱼刺身,,,,,
IconSilverCarpFishBallSoupName,2.48095E+13,白鲢鱼丸汤,白鲢鱼丸汤,,,,,
IconWhiteRadishText,2.48095E+13,肉质脆嫩的白色根茎菜，可炖煮、红烧、腌渍、煲汤。,肉质脆嫩的白色根茎菜，可炖煮、红烧、腌渍、煲汤。,,,,,
IconSoftTofuText,2.48095E+13,嫩滑绵软的豆制品，煎炒、煮汤、红烧、做酿菜都适配。,嫩滑绵软的豆制品，煎炒、煮汤、红烧、做酿菜都适配。,,,,,
IconPotatoText,2.48095E+13,粉糯厚实的黄皮根茎，能红烧、煎炸、焖炖、做成土豆泥。,粉糯厚实的黄皮根茎，能红烧、煎炸、焖炖、做成土豆泥。,,,,,
IconGreenBellPepperText,2.48095E+13,脆爽微辣的绿色鲜椒，常搭配肉类爆炒、凉拌、做配菜。,脆爽微辣的绿色鲜椒，常搭配肉类爆炒、凉拌、做配菜。,,,,,
IconChineseCabbageText,2.48095E+13,清甜水润的大叶蔬菜，适合涮锅、炖肉、清炒、醋溜。,清甜水润的大叶蔬菜，适合涮锅、炖肉、清炒、醋溜。,,,,,
IconTomatoText,2.48095E+13,酸甜多汁的红色食材，适合做汤或炒菜。,酸甜多汁的红色食材，适合做汤或炒菜。,,,,,
IconEggText,2.48095E+13,鲜香百搭的禽蛋食材，煎蛋、炒蛋、蒸蛋、配菜煮汤皆宜。,鲜香百搭的禽蛋食材，煎蛋、炒蛋、蒸蛋、配菜煮汤皆宜。,,,,,
IconPorkBellyText,2.48095E+13,肥瘦相间的猪肉，红烧、卤制、煸炒、炖菜风味浓郁。,肥瘦相间的猪肉，红烧、卤制、煸炒、炖菜风味浓郁。,,,,,
IconWinterMelonText,2.48095E+13,清淡水润的浅色瓜菜，主打清炖煲汤、清炒、红烧。,清淡水润的浅色瓜菜，主打清炖煲汤、清炒、红烧。,,,,,
IconBroccoliText,2.48095E+13,紧实脆嫩的绿色花菜，清炒、白灼、焯水凉拌、配肉焖煮。,紧实脆嫩的绿色花菜，清炒、白灼、焯水凉拌、配肉焖煮。,,,,,
IconEggplantText,2.48095E+13,肉质松软的紫皮蔬菜，油焖、红烧、清蒸、蒜蓉爆炒常用。,肉质松软的紫皮蔬菜，油焖、红烧、清蒸、蒜蓉爆炒常用。,,,,,
IconChineseYamText,2.48095E+13,绵密细腻的白色薯类，煲汤、清炒、清蒸、炖肉口感温润。,绵密细腻的白色薯类，煲汤、清炒、清蒸、炖肉口感温润。,,,,,
IconShiitakeMushroomText,2.48095E+13,醇厚鲜香的菌菇干货 / 鲜品，炖肉、煲汤、配菜提鲜效果佳。,醇厚鲜香的菌菇干货 / 鲜品，炖肉、煲汤、配菜提鲜效果佳。,,,,,
IconCeleryText,2.48095E+13,脆嫩带清香的茎叶菜，爆炒肉丝、凉拌、做馅料十分合适。,脆嫩带清香的茎叶菜，爆炒肉丝、凉拌、做馅料十分合适。,,,,,
IconDriedBeanCurdStickText,2.48095E+13,筋道有嚼劲的干制豆制品，泡发后红烧、凉拌、焖炖均可。,筋道有嚼劲的干制豆制品，泡发后红烧、凉拌、焖炖均可。,,,,,
IconCarrotText,2.48095E+13,甘甜脆爽的橙红色根茎，清炒、炖汤、配菜配色增甜。,甘甜脆爽的橙红色根茎，清炒、炖汤、配菜配色增甜。,,,,,
IconLettuceText,2.48095E+13,脆嫩爽口的绿叶菜，生食凉拌、涮火锅、快炒都很常见。,脆嫩爽口的绿叶菜，生食凉拌、涮火锅、快炒都很常见。,,,,,
IconChickenBreastText,2.48095E+13,低脂紧实的瘦肉食材，切丝爆炒、水煮、香煎、卤制。,低脂紧实的瘦肉食材，切丝爆炒、水煮、香煎、卤制。,,,,,
IconLongBeanText,2.48095E+13,脆嫩修长的鲜豆类，焖肉、干煸、清炒、焯水凉拌。,脆嫩修长的鲜豆类，焖肉、干煸、清炒、焯水凉拌。,,,,,
IconEnokiMushroomText,2.48095E+13,细嫩顺滑的白色菌菇，涮煮、蒜蓉蒸、炒肉、煲汤优选。,细嫩顺滑的白色菌菇，涮煮、蒜蓉蒸、炒肉、煲汤优选。,,,,,
IconCrucianCarpText,2.48095E+13,淡水底层鱼，肉质细嫩刺多，腥味轻微，国内最常用炖汤食材，红烧、清蒸、做鱼丸均可，广泛淡水全域养殖,淡水底层鱼，肉质细嫩刺多，腥味轻微，国内最常用炖汤食材，红烧、清蒸、做鱼丸均可，广泛淡水全域养殖,,,,,
IconGrassCarpText,2.48095E+13,四大家鱼之首，淡水草食鱼，肉质紧实厚实、大刺少小刺多，适合切片水煮鱼、红烧、熏鱼，全国规模化养殖,四大家鱼之首，淡水草食鱼，肉质紧实厚实、大刺少小刺多，适合切片水煮鱼、红烧、熏鱼，全国规模化养殖,,,,,
IconCommonCarpText,2.48095E+13,广布淡水鱼，肉质偏紧实，土腥味略重，中式节庆红烧、糖醋鲤鱼经典食材，养殖成本极低,广布淡水鱼，肉质偏紧实，土腥味略重，中式节庆红烧、糖醋鲤鱼经典食材，养殖成本极低,,,,,
IconSilverCarpText,2.48095E+13,四大家鱼，滤食性淡水鱼，肉质松散、细刺极多，多用于鱼糜、鱼丸、火锅鱼片，平价大宗水产,四大家鱼，滤食性淡水鱼，肉质松散、细刺极多，多用于鱼糜、鱼丸、火锅鱼片，平价大宗水产,,,,,
IconBigheadCarpText,2.48095E+13,大头淡水鱼，鱼头肥大肥美，鱼头泡饼、剁椒鱼头核心原料，鱼肉细碎适合加工鱼滑,大头淡水鱼，鱼头肥大肥美，鱼头泡饼、剁椒鱼头核心原料，鱼肉细碎适合加工鱼滑,,,,,
IconTilapiaText,2.48095E+13,热带淡水鱼，几乎无肌间小刺，肉质白嫩，烧烤、清蒸、烤鱼主流食材，南北广泛养殖,热带淡水鱼，几乎无肌间小刺，肉质白嫩，烧烤、清蒸、烤鱼主流食材，南北广泛养殖,,,,,
IconSmallYellowCroakerText,2.48095E+13,近海经济型海鱼，养殖量产，肉质细嫩蒜瓣肉，油炸、红烧家常海鱼，野生小黄鱼品级更高,近海经济型海鱼，养殖量产，肉质细嫩蒜瓣肉，油炸、红烧家常海鱼，野生小黄鱼品级更高,,,,,
IconLargemouthBassText,2.48095E+13,淡水养殖热门鱼种，鱼肉雪白无细刺、肉质弹嫩，中式清蒸鲈鱼招牌食材，生鲜常态化售卖,淡水养殖热门鱼种，鱼肉雪白无细刺、肉质弹嫩，中式清蒸鲈鱼招牌食材，生鲜常态化售卖,,,,,
IconSnakeheadFishText,2.48095E+13,淡水肉食鱼，肉质紧实Q弹、无小刺，酸菜鱼、财鱼片主打原料，术后食补常用鱼，养殖成熟,淡水肉食鱼，肉质紧实Q弹、无小刺，酸菜鱼、财鱼片主打原料，术后食补常用鱼，养殖成熟,,,,,
IconSilverPomfretText,2.48095E+13,扁平近海海鱼，鱼肉绵密细腻、刺少，香煎、清蒸优选，野生银鲳稀缺，人工养殖为市场主力,扁平近海海鱼，鱼肉绵密细腻、刺少，香煎、清蒸优选，野生银鲳稀缺，人工养殖为市场主力,,,,,
IconGrouperText,2.48095E+13,暖水性海鱼，鱼肉雪白紧实，粤菜清蒸、刺身常用，普通养殖斑鱼中端价位，深海野生斑鱼升级高端,暖水性海鱼，鱼肉雪白紧实，粤菜清蒸、刺身常用，普通养殖斑鱼中端价位，深海野生斑鱼升级高端,,,,,
IconLargeYellowCroakerText,2.48095E+13,海产名鱼，肉质鲜嫩自带脂香，清蒸、干炸、红烧，野生大黄鱼极珍稀，网箱养殖普及后走入中端餐桌,海产名鱼，肉质鲜嫩自带脂香，清蒸、干炸、红烧，野生大黄鱼极珍稀，网箱养殖普及后走入中端餐桌,,,,,
IconTurbotText,2.48095E+13,冷水扁平海鱼，皮下富含胶质，肉质软糯，西餐煎烤、中餐清蒸，沿海内陆水产店普遍有售,冷水扁平海鱼，皮下富含胶质，肉质软糯，西餐煎烤、中餐清蒸，沿海内陆水产店普遍有售,,,,,
IconLeopardCoralGrouperText,2.48095E+13,深海岩礁海鱼，肉质细腻鲜甜，高档粤菜刺身、清蒸主材，野生资源逐年减少，少量人工海水养殖，酒楼定价偏高,深海岩礁海鱼，肉质细腻鲜甜，高档粤菜刺身、清蒸主材，野生资源逐年减少，少量人工海水养殖，酒楼定价偏高,,,,,
IconAtlanticCodText,2.48095E+13,冷水深海鱼，肉质雪白少油、蒜瓣状，西餐扒烤、辅食鱼排、火锅食材，远洋冷链进口，价格高于普通海鱼,冷水深海鱼，肉质雪白少油、蒜瓣状，西餐扒烤、辅食鱼排、火锅食材，远洋冷链进口，价格高于普通海鱼,,,,,
IconWhitebaitText,2.48095E+13,小型淡水透明无刺鱼，通体可食，炒蛋、炸银鱼、做羹汤，野生自然产量受限，产地特产高端河鲜,小型淡水透明无刺鱼，通体可食，炒蛋、炸银鱼、做羹汤，野生自然产量受限，产地特产高端河鲜,,,,,
IconMandarinFishText,2.48095E+13,名贵淡水肉食鱼，鱼肉细嫩紧实无细刺，松鼠鳜鱼传世名菜，养殖门槛高、出栏周期长，宴席常用高端河鲜,名贵淡水肉食鱼，鱼肉细嫩紧实无细刺，松鼠鳜鱼传世名菜，养殖门槛高、出栏周期长，宴席常用高端河鲜,,,,,
IconSpanishMackerelText,2.48095E+13,远洋洄游海鱼，肉质肥厚油脂丰富，鱼丸、熏鱼、香煎首选，野生捕捞受渔期限制，鲜货售价高,远洋洄游海鱼，肉质肥厚油脂丰富，鱼丸、熏鱼、香煎首选，野生捕捞受渔期限制，鲜货售价高,,,,,
IconChineseShadText,2.48095E+13,长江老牌名贵鱼，鱼鳞富含油脂，清蒸连鳞食用是特色，野生长江鲥鱼近乎绝迹，人工繁育养殖产量稀少，顶级宴席食材,长江老牌名贵鱼，鱼鳞富含油脂，清蒸连鳞食用是特色，野生长江鲥鱼近乎绝迹，人工繁育养殖产量稀少，顶级宴席食材,,,,,
IconBluefinTunaText,2.48095E+13,大洋顶级洄游海鱼，大腹鱼肉油脂绵密，日式高端刺身天花板，全球限额捕捞、国际配额管控，售价极其昂贵,大洋顶级洄游海鱼，大腹鱼肉油脂绵密，日式高端刺身天花板，全球限额捕捞、国际配额管控，售价极其昂贵,,,,,
IconEdibleRefinedSaltText,2.48095E+13,最基础调味原料，去腥提鲜，烹制家常鱼类必备，产量极大，随处可采购。,最基础调味原料，去腥提鲜，烹制家常鱼类必备，产量极大，随处可采购。,,,,,
IconWhiteGranulatedSugarText,2.48095E+13,中和腥涩、红烧卤制必备，甜品、腌制食材通用基础调料，量产易得。,中和腥涩、红烧卤制必备，甜品、腌制食材通用基础调料，量产易得。,,,,,
IconBrewedRiceVinegarText,2.48095E+13,去腥解腻，糖醋菜式、腌渍食材核心用料，民间作坊大批量生产。,去腥解腻，糖醋菜式、腌渍食材核心用料，民间作坊大批量生产。,,,,,
IconStarAniseSpiceText,2.48095E+13,卤煮、红烧增香主材，中式炖煮刚需香料，国内多地种植采收，市面充足。,卤煮、红烧增香主材，中式炖煮刚需香料，国内多地种植采收，市面充足。,,,,,
IconCinnamonBarkText,2.48095E+13,自带辛甜香气，焖肉、红烧去腥增香，热带经济香料，批量进口供货稳定。,自带辛甜香气，焖肉、红烧去腥增香，热带经济香料，批量进口供货稳定。,,,,,
IconWhitePepperPowderText,2.48095E+13,鱼汤、清蒸鱼提鲜去腥，西餐中餐通用调味，胡椒原产地规模化种植。,鱼汤、清蒸鱼提鲜去腥，西餐中餐通用调味，胡椒原产地规模化种植。,,,,,
IconSaffronThreadText,2.48095E+13,名贵上色增香调料，少量即可给菜肴增色增香，产量稀少，采摘人工成本极高。,名贵上色增香调料，少量即可给菜肴增色增香，产量稀少，采摘人工成本极高。,,,,,
IconNaturalVanillaBeanText,2.48095E+13,西式料理、高汤秘制用料，培育周期漫长，多为远洋进口稀缺香料。,西式料理、高汤秘制用料，培育周期漫长，多为远洋进口稀缺香料。,,,,,
IconWildMatsutakePowderText,2.48095E+13,顶级鲜味调味品，炖煮浓汤、高端鱼鲜提鲜，野生松茸采收受限，产量稀缺。,顶级鲜味调味品，炖煮浓汤、高端鱼鲜提鲜，野生松茸采收受限，产量稀缺。,,,,,
IconAgedFishSauceText,2.48095E+13,数年古法发酵秘制，顶级海鲜调味，古法酿造耗时长，陈年存货存量极少。,数年古法发酵秘制，顶级海鲜调味，古法酿造耗时长，陈年存货存量极少。,,,,,
IconStirFriedWhiteRadishRecipText,2.48095E+13,新鲜白萝卜切片焯水，加盐与少许白糖提鲜，大火快炒锁住清甜，口感脆嫩清爽，是最基础的家常素菜。,新鲜白萝卜切片焯水，加盐与少许白糖提鲜，大火快炒锁住清甜，口感脆嫩清爽，是最基础的家常素菜。,,,,,
IconHomemadeTenderTofuSoupRecipeText,2.48095E+13,嫩滑嫩豆腐切块入清水煮沸，加盐调味，撒少许白胡椒粉去腥提香，汤鲜味淡，温润养胃。,嫩滑嫩豆腐切块入清水煮沸，加盐调味，撒少许白胡椒粉去腥提香，汤鲜味淡，温润养胃。,,,,,
IconBraisedPotatoChunksRecipeText,2.48095E+13,土豆切块煎至微黄，加入白糖炒出糖色，加盐、桂皮焖煮入味，软糯入味，咸甜适口。,土豆切块煎至微黄，加入白糖炒出糖色，加盐、桂皮焖煮入味，软糯入味，咸甜适口。,,,,,
IconShreddedGreenPepperStirFryRecipeText,2.48095E+13,青椒手撕去籽，大火干炒激发出清香，少许食盐调味，保留原始鲜辣口感，爽口解腻。,青椒手撕去籽，大火干炒激发出清香，少许食盐调味，保留原始鲜辣口感，爽口解腻。,,,,,
IconStirFriedChineseCabbageRecipeText,2.48095E+13,大白菜切段大火快炒，少许米醋提鲜解腻，食盐调味，菜叶软嫩、菜帮脆爽，家常百搭素菜。,大白菜切段大火快炒，少许米醋提鲜解腻，食盐调味，菜叶软嫩、菜帮脆爽，家常百搭素菜。,,,,,
IconTomatoAndEggStirFryRecipeText,2.48095E+13,鸡蛋滑炒盛出，番茄炒出沙，混合翻炒，加盐和少许白糖中和酸味，酸甜开胃，国民家常菜品。,鸡蛋滑炒盛出，番茄炒出沙，混合翻炒，加盐和少许白糖中和酸味，酸甜开胃，国民家常菜品。,,,,,
IconBraisedPorkBellyWithWaxGourdRecipeText,2.48095E+13,五花肉煸炒出油，加入冬瓜块，放八角增香，小火焖煮至冬瓜吸满肉香，肥而不腻。,五花肉煸炒出油，加入冬瓜块，放八角增香，小火焖煮至冬瓜吸满肉香，肥而不腻。,,,,,
IconBlanchedBroccoliRecipeText,2.48095E+13,西兰花焯水煮熟，加盐和少许白胡椒粉调味，最大程度保留营养与清甜，口感脆嫩。,西兰花焯水煮熟，加盐和少许白胡椒粉调味，最大程度保留营养与清甜，口感脆嫩。,,,,,
IconBraisedEggplantRecipeText,2.48095E+13,茄子煎软，加入糖、盐、米醋调制的料汁焖烧，软糯入味，酸甜咸香层次丰富。,茄子煎软，加入糖、盐、米醋调制的料汁焖烧，软糯入味，酸甜咸香层次丰富。,,,,,
IconStirFriedChineseYamSlicesRecipeText,2.48095E+13,山药切片焯水防氧化，搭配青椒快炒，少许米醋锁脆，口感温润脆爽，清淡养生。,山药切片焯水防氧化，搭配青椒快炒，少许米醋锁脆，口感温润脆爽，清淡养生。,,,,,
IconStirFriedShiitakeMushroomWithCeleryRecipeText,2.48095E+13,香菇泡发切片炒出香味，加入芹菜段大火翻炒，加盐和胡椒粉提味，鲜香清爽，解腻助消化。,香菇泡发切片炒出香味，加入芹菜段大火翻炒，加盐和胡椒粉提味，鲜香清爽，解腻助消化。,,,,,
IconBraisedYubaSticksRecipeText,2.48095E+13,泡发腐竹搭配胡萝卜焖烧，加入八角、桂皮增香，料汁浓稠挂壁，豆香浓郁入味。,泡发腐竹搭配胡萝卜焖烧，加入八角、桂皮增香，料汁浓稠挂壁，豆香浓郁入味。,,,,,
IconLettuceAndChickenBreastSaladRecipeText,2.48095E+13,鸡胸肉煮熟撕丝，搭配新鲜生菜，加盐与胡椒粉调味，低脂清爽，口感鲜嫩不油腻。,鸡胸肉煮熟撕丝，搭配新鲜生菜，加盐与胡椒粉调味，低脂清爽，口感鲜嫩不油腻。,,,,,
