Id,Remark,Name,Icon,Desc,Type,TypeNum,备注,Synthesis,MaxNum,Shop,CurrencyType,Value,PurchaseRestriction,Quality
500028,林间萤火徽章,500028Name,500028Icon,500028Text,13,,,,999,,1,1000,,4
500029,浅海碎浪徽章,500029Name,500029Icon,500029Text,13,,,,999,,1,1200,,5
501000,星野休憩画册,501000Name,501000Icon,501000Text,13,,,,999,,1,600,,2
501001,晚风橘绘画册,501001Name,501001Icon,501001Text,13,,,,999,,1,600,,2
501002,窗边白笺画册,501002Name,501002Icon,501002Text,13,,,,999,,1,600,,2
501003,青空信约画册,501003Name,501003Icon,501003Text,13,,,,999,,1,600,,2
501004,樱花私语画册,501004Name,501004Icon,501004Text,13,,,,999,,1,600,,2
501005,星轨魔导画册,501005Name,501005Icon,501005Text,13,,,,999,,1,600,,2
501006,雾境魔女画册,501006Name,501006Icon,501006Text,13,,,,999,,1,600,,2
501007,月光咒印画册,501007Name,501007Icon,501007Text,13,,,,999,,1,600,,2
501008,冰晶灵使画册,501008Name,501008Icon,501008Text,13,,,,999,,1,600,,2
501009,云间神谕画册,501009Name,501009Icon,501009Text,13,,,,999,,1,600,,2
501010,课间碎光画册,501010Name,501010Icon,501010Text,13,,,,999,,1,600,,2
501011,校服晚风画册,501011Name,501011Icon,501011Text,13,,,,999,,1,600,,2
501012,操场落日画册,501012Name,501012Icon,501012Text,13,,,,999,,1,800,,2
501013,图书馆秘思画册,501013Name,501013Icon,501013Text,13,,,,999,,1,800,,2
501014,天台告白画册,501014Name,501014Icon,501014Text,13,,,,999,,1,800,,2
501015,月下青衫画册,501015Name,501015Icon,501015Text,13,,,,999,,1,800,,2
501016,桃枝执扇画册,501016Name,501016Icon,501016Text,13,,,,999,,1,800,,2
501017,山河辞赋画册,501017Name,501017Icon,501017Text,13,,,,999,,1,800,,2
501018,云袖清欢画册,501018Name,501018Icon,501018Text,13,,,,999,,1,800,,2
501019,灯影红笺画册,501019Name,501019Icon,501019Text,13,,,,999,,1,800,,2
501020,霓虹战姬画册,501020Name,501020Icon,501020Text,13,,,,999,,1,1000,,3
501021,深空巡卫画册,501021Name,501021Icon,501021Text,13,,,,999,,1,1000,,3
501022,机甲星旅画册,501022Name,501022Icon,501022Text,13,,,,999,,1,1000,,3
501023,雨夜刃影画册,501023Name,501023Icon,501023Text,13,,,,999,,1,1000,,3
501024,虚空战歌画册,501024Name,501024Icon,501024Text,13,,,,999,,1,1000,,3
501025,猫屿午后画册,501025Name,501025Icon,501025Text,13,,,,999,,1,1000,,3
501026,雪落狐踪画册,501026Name,501026Icon,501026Text,13,,,,999,,1,1200,,4
501027,深海人鱼画册,501027Name,501027Icon,501027Text,13,,,,999,,1,1200,,4
501028,林间萤火画册,501028Name,501028Icon,501028Text,13,,,,999,,1,1200,,4
501029,浅海碎浪画册,501029Name,501029Icon,501029Text,13,,,,999,,1,1400,,5
502000,星野休憩抱枕,502000Name,502000Icon,502000Text,13,,,,999,,1,800,,3
502001,晚风橘绘抱枕,502001Name,502001Icon,502001Text,13,,,,999,,1,800,,3
502002,窗边白笺抱枕,502002Name,502002Icon,502002Text,13,,,,999,,1,800,,3
502003,青空信约抱枕,502003Name,502003Icon,502003Text,13,,,,999,,1,800,,3
502004,樱花私语抱枕,502004Name,502004Icon,502004Text,13,,,,999,,1,800,,3
502005,星轨魔导抱枕,502005Name,502005Icon,502005Text,13,,,,999,,1,800,,3
502006,雾境魔女抱枕,502006Name,502006Icon,502006Text,13,,,,999,,1,800,,3
502007,月光咒印抱枕,502007Name,502007Icon,502007Text,13,,,,999,,1,800,,3
502008,冰晶灵使抱枕,502008Name,502008Icon,502008Text,13,,,,999,,1,800,,3
502009,云间神谕抱枕,502009Name,502009Icon,502009Text,13,,,,999,,1,800,,3
502010,课间碎光抱枕,502010Name,502010Icon,502010Text,13,,,,999,,1,800,,3
502011,校服晚风抱枕,502011Name,502011Icon,502011Text,13,,,,999,,1,800,,3
502012,操场落日抱枕,502012Name,502012Icon,502012Text,13,,,,999,,1,1000,,3
502013,图书馆秘思抱枕,502013Name,502013Icon,502013Text,13,,,,999,,1,1000,,3
502014,天台告白抱枕,502014Name,502014Icon,502014Text,13,,,,999,,1,1000,,3
502015,月下青衫抱枕,502015Name,502015Icon,502015Text,13,,,,999,,1,1000,,3
502016,桃枝执扇抱枕,502016Name,502016Icon,502016Text,13,,,,999,,1,1000,,3
502017,山河辞赋抱枕,502017Name,502017Icon,502017Text,13,,,,999,,1,1000,,3
502018,云袖清欢抱枕,502018Name,502018Icon,502018Text,13,,,,999,,1,1000,,3
502019,灯影红笺抱枕,502019Name,502019Icon,502019Text,13,,,,999,,1,1000,,3
502020,霓虹战姬抱枕,502020Name,502020Icon,502020Text,13,,,,999,,1,1200,,3
502021,深空巡卫抱枕,502021Name,502021Icon,502021Text,13,,,,999,,1,1200,,3
502022,机甲星旅抱枕,502022Name,502022Icon,502022Text,13,,,,999,,1,1200,,3
502023,雨夜刃影抱枕,502023Name,502023Icon,502023Text,13,,,,999,,1,1200,,3
502024,虚空战歌抱枕,502024Name,502024Icon,502024Text,13,,,,999,,1,1200,,3
502025,猫屿午后抱枕,502025Name,502025Icon,502025Text,13,,,,999,,1,1200,,3
502026,雪落狐踪抱枕,502026Name,502026Icon,502026Text,13,,,,999,,1,1400,,4
502027,深海人鱼抱枕,502027Name,502027Icon,502027Text,13,,,,999,,1,1400,,4
502028,林间萤火抱枕,502028Name,502028Icon,502028Text,13,,,,999,,1,1400,,4
502029,浅海碎浪抱枕,502029Name,502029Icon,502029Text,13,,,,999,,1,1600,,5
503000,星野休憩毯子,503000Name,503000Icon,503000Text,13,,,,999,,1,1000,,4
503001,晚风橘绘毯子,503001Name,503001Icon,503001Text,13,,,,999,,1,1000,,4
503002,窗边白笺毯子,503002Name,503002Icon,503002Text,13,,,,999,,1,1000,,4
503003,青空信约毯子,503003Name,503003Icon,503003Text,13,,,,999,,1,1000,,4
503004,樱花私语毯子,503004Name,503004Icon,503004Text,13,,,,999,,1,1000,,4
503005,星轨魔导毯子,503005Name,503005Icon,503005Text,13,,,,999,,1,1000,,4
503006,雾境魔女毯子,503006Name,503006Icon,503006Text,13,,,,999,,1,1000,,4
503007,月光咒印毯子,503007Name,503007Icon,503007Text,13,,,,999,,1,1000,,4
503008,冰晶灵使毯子,503008Name,503008Icon,503008Text,13,,,,999,,1,1000,,4
503009,云间神谕毯子,503009Name,503009Icon,503009Text,13,,,,999,,1,1000,,4
503010,课间碎光毯子,503010Name,503010Icon,503010Text,13,,,,999,,1,1000,,4
503011,校服晚风毯子,503011Name,503011Icon,503011Text,13,,,,999,,1,1000,,4
503012,操场落日毯子,503012Name,503012Icon,503012Text,13,,,,999,,1,1200,,4
503013,图书馆秘思毯子,503013Name,503013Icon,503013Text,13,,,,999,,1,1200,,4
503014,天台告白毯子,503014Name,503014Icon,503014Text,13,,,,999,,1,1200,,4
503015,月下青衫毯子,503015Name,503015Icon,503015Text,13,,,,999,,1,1200,,4
503016,桃枝执扇毯子,503016Name,503016Icon,503016Text,13,,,,999,,1,1200,,4
503017,山河辞赋毯子,503017Name,503017Icon,503017Text,13,,,,999,,1,1200,,4
503018,云袖清欢毯子,503018Name,503018Icon,503018Text,13,,,,999,,1,1200,,4
503019,灯影红笺毯子,503019Name,503019Icon,503019Text,13,,,,999,,1,1200,,4
503020,霓虹战姬毯子,503020Name,503020Icon,503020Text,13,,,,999,,1,1400,,4
503021,深空巡卫毯子,503021Name,503021Icon,503021Text,13,,,,999,,1,1400,,4
503022,机甲星旅毯子,503022Name,503022Icon,503022Text,13,,,,999,,1,1400,,4
503023,雨夜刃影毯子,503023Name,503023Icon,503023Text,13,,,,999,,1,1400,,4
503024,虚空战歌毯子,503024Name,503024Icon,503024Text,13,,,,999,,1,1400,,4
503025,猫屿午后毯子,503025Name,503025Icon,503025Text,13,,,,999,,1,1400,,4
503026,雪落狐踪毯子,503026Name,503026Icon,503026Text,13,,,,999,,1,1600,,4
503027,深海人鱼毯子,503027Name,503027Icon,503027Text,13,,,,999,,1,1600,,4
503028,林间萤火毯子,503028Name,503028Icon,503028Text,13,,,,999,,1,1600,,4
503029,浅海碎浪毯子,503029Name,503029Icon,503029Text,13,,,,999,,1,1800,,5
504000,星野休憩立牌,504000Name,504000Icon,504000Text,13,,,,999,,1,400,,1
504001,晚风橘绘立牌,504001Name,504001Icon,504001Text,13,,,,999,,1,400,,1
504002,窗边白笺立牌,504002Name,504002Icon,504002Text,13,,,,999,,1,400,,1
504003,青空信约立牌,504003Name,504003Icon,504003Text,13,,,,999,,1,400,,1
504004,樱花私语立牌,504004Name,504004Icon,504004Text,13,,,,999,,1,400,,1
504005,星轨魔导立牌,504005Name,504005Icon,504005Text,13,,,,999,,1,400,,1
504006,雾境魔女立牌,504006Name,504006Icon,504006Text,13,,,,999,,1,400,,1
504007,月光咒印立牌,504007Name,504007Icon,504007Text,13,,,,999,,1,400,,1
504008,冰晶灵使立牌,504008Name,504008Icon,504008Text,13,,,,999,,1,400,,1
504009,云间神谕立牌,504009Name,504009Icon,504009Text,13,,,,999,,1,400,,1
504010,课间碎光立牌,504010Name,504010Icon,504010Text,13,,,,999,,1,400,,1
504011,校服晚风立牌,504011Name,504011Icon,504011Text,13,,,,999,,1,400,,1
504012,操场落日立牌,504012Name,504012Icon,504012Text,13,,,,999,,1,600,,2
504013,图书馆秘思立牌,504013Name,504013Icon,504013Text,13,,,,999,,1,600,,2
504014,天台告白立牌,504014Name,504014Icon,504014Text,13,,,,999,,1,600,,2
504015,月下青衫立牌,504015Name,504015Icon,504015Text,13,,,,999,,1,600,,2
504016,桃枝执扇立牌,504016Name,504016Icon,504016Text,13,,,,999,,1,600,,2
504017,山河辞赋立牌,504017Name,504017Icon,504017Text,13,,,,999,,1,600,,2
504018,云袖清欢立牌,504018Name,504018Icon,504018Text,13,,,,999,,1,600,,2
504019,灯影红笺立牌,504019Name,504019Icon,504019Text,13,,,,999,,1,600,,2
504020,霓虹战姬立牌,504020Name,504020Icon,504020Text,13,,,,999,,1,800,,3
504021,深空巡卫立牌,504021Name,504021Icon,504021Text,13,,,,999,,1,800,,3
504022,机甲星旅立牌,504022Name,504022Icon,504022Text,13,,,,999,,1,800,,3
504023,雨夜刃影立牌,504023Name,504023Icon,504023Text,13,,,,999,,1,800,,3
504024,虚空战歌立牌,504024Name,504024Icon,504024Text,13,,,,999,,1,800,,3
504025,猫屿午后立牌,504025Name,504025Icon,504025Text,13,,,,999,,1,800,,3
504026,雪落狐踪立牌,504026Name,504026Icon,504026Text,13,,,,999,,1,1000,,4
504027,深海人鱼立牌,504027Name,504027Icon,504027Text,13,,,,999,,1,1000,,4
504028,林间萤火立牌,504028Name,504028Icon,504028Text,13,,,,999,,1,1000,,4
504029,浅海碎浪立牌,504029Name,504029Icon,504029Text,13,,,,999,,1,1200,,5
505000,星野休憩明信片,505000Name,505000Icon,505000Text,13,,,,999,,1,400,,1
505001,晚风橘绘明信片,505001Name,505001Icon,505001Text,13,,,,999,,1,400,,1
505002,窗边白笺明信片,505002Name,505002Icon,505002Text,13,,,,999,,1,400,,1
505003,青空信约明信片,505003Name,505003Icon,505003Text,13,,,,999,,1,400,,1
505004,樱花私语明信片,505004Name,505004Icon,505004Text,13,,,,999,,1,400,,1
505005,星轨魔导明信片,505005Name,505005Icon,505005Text,13,,,,999,,1,400,,1
505006,雾境魔女明信片,505006Name,505006Icon,505006Text,13,,,,999,,1,400,,1
505007,月光咒印明信片,505007Name,505007Icon,505007Text,13,,,,999,,1,400,,1
505008,冰晶灵使明信片,505008Name,505008Icon,505008Text,13,,,,999,,1,400,,1
505009,云间神谕明信片,505009Name,505009Icon,505009Text,13,,,,999,,1,400,,1
505010,课间碎光明信片,505010Name,505010Icon,505010Text,13,,,,999,,1,400,,1
505011,校服晚风明信片,505011Name,505011Icon,505011Text,13,,,,999,,1,400,,1
505012,操场落日明信片,505012Name,505012Icon,505012Text,13,,,,999,,1,600,,2
505013,图书馆秘思明信片,505013Name,505013Icon,505013Text,13,,,,999,,1,600,,2
505014,天台告白明信片,505014Name,505014Icon,505014Text,13,,,,999,,1,600,,2
505015,月下青衫明信片,505015Name,505015Icon,505015Text,13,,,,999,,1,600,,2
505016,桃枝执扇明信片,505016Name,505016Icon,505016Text,13,,,,999,,1,600,,2
505017,山河辞赋明信片,505017Name,505017Icon,505017Text,13,,,,999,,1,600,,2
505018,云袖清欢明信片,505018Name,505018Icon,505018Text,13,,,,999,,1,600,,2
505019,灯影红笺明信片,505019Name,505019Icon,505019Text,13,,,,999,,1,600,,2
505020,霓虹战姬明信片,505020Name,505020Icon,505020Text,13,,,,999,,1,800,,3
505021,深空巡卫明信片,505021Name,505021Icon,505021Text,13,,,,999,,1,800,,3
505022,机甲星旅明信片,505022Name,505022Icon,505022Text,13,,,,999,,1,800,,3
505023,雨夜刃影明信片,505023Name,505023Icon,505023Text,13,,,,999,,1,800,,3
505024,虚空战歌明信片,505024Name,505024Icon,505024Text,13,,,,999,,1,800,,3
505025,猫屿午后明信片,505025Name,505025Icon,505025Text,13,,,,999,,1,800,,3
505026,雪落狐踪明信片,505026Name,505026Icon,505026Text,13,,,,999,,1,1000,,4
505027,深海人鱼明信片,505027Name,505027Icon,505027Text,13,,,,999,,1,1000,,4
505028,林间萤火明信片,505028Name,505028Icon,505028Text,13,,,,999,,1,1000,,4
505029,浅海碎浪明信片,505029Name,505029Icon,505029Text,13,,,,999,,1,1200,,5
506000,星野休憩帆布包,506000Name,506000Icon,506000Text,13,,,,999,,1,400,,1
506001,晚风橘绘帆布包,506001Name,506001Icon,506001Text,13,,,,999,,1,400,,1
506002,窗边白笺帆布包,506002Name,506002Icon,506002Text,13,,,,999,,1,400,,1
506003,青空信约帆布包,506003Name,506003Icon,506003Text,13,,,,999,,1,400,,1
506004,樱花私语帆布包,506004Name,506004Icon,506004Text,13,,,,999,,1,400,,1
506005,星轨魔导帆布包,506005Name,506005Icon,506005Text,13,,,,999,,1,400,,1
506006,雾境魔女帆布包,506006Name,506006Icon,506006Text,13,,,,999,,1,400,,1
506007,月光咒印帆布包,506007Name,506007Icon,506007Text,13,,,,999,,1,400,,1
506008,冰晶灵使帆布包,506008Name,506008Icon,506008Text,13,,,,999,,1,400,,1
506009,云间神谕帆布包,506009Name,506009Icon,506009Text,13,,,,999,,1,400,,1
506010,课间碎光帆布包,506010Name,506010Icon,506010Text,13,,,,999,,1,400,,1
506011,校服晚风帆布包,506011Name,506011Icon,506011Text,13,,,,999,,1,400,,1
506012,操场落日帆布包,506012Name,506012Icon,506012Text,13,,,,999,,1,600,,2
506013,图书馆秘思帆布包,506013Name,506013Icon,506013Text,13,,,,999,,1,600,,2
506014,天台告白帆布包,506014Name,506014Icon,506014Text,13,,,,999,,1,600,,2
506015,月下青衫帆布包,506015Name,506015Icon,506015Text,13,,,,999,,1,600,,2
506016,桃枝执扇帆布包,506016Name,506016Icon,506016Text,13,,,,999,,1,600,,2
506017,山河辞赋帆布包,506017Name,506017Icon,506017Text,13,,,,999,,1,600,,2
506018,云袖清欢帆布包,506018Name,506018Icon,506018Text,13,,,,999,,1,600,,2
506019,灯影红笺帆布包,506019Name,506019Icon,506019Text,13,,,,999,,1,600,,2
506020,霓虹战姬帆布包,506020Name,506020Icon,506020Text,13,,,,999,,1,800,,3
506021,深空巡卫帆布包,506021Name,506021Icon,506021Text,13,,,,999,,1,800,,3
506022,机甲星旅帆布包,506022Name,506022Icon,506022Text,13,,,,999,,1,800,,3
506023,雨夜刃影帆布包,506023Name,506023Icon,506023Text,13,,,,999,,1,800,,3
506024,虚空战歌帆布包,506024Name,506024Icon,506024Text,13,,,,999,,1,800,,3
506025,猫屿午后帆布包,506025Name,506025Icon,506025Text,13,,,,999,,1,800,,3
506026,雪落狐踪帆布包,506026Name,506026Icon,506026Text,13,,,,999,,1,1000,,4
506027,深海人鱼帆布包,506027Name,506027Icon,506027Text,13,,,,999,,1,1000,,4
506028,林间萤火帆布包,506028Name,506028Icon,506028Text,13,,,,999,,1,1000,,4
506029,浅海碎浪帆布包,506029Name,506029Icon,506029Text,13,,,,999,,1,1200,,5
507000,星野休憩文件夹,507000Name,507000Icon,507000Text,13,,,,999,,1,400,,1
507001,晚风橘绘文件夹,507001Name,507001Icon,507001Text,13,,,,999,,1,400,,1
507002,窗边白笺文件夹,507002Name,507002Icon,507002Text,13,,,,999,,1,400,,1
507003,青空信约文件夹,507003Name,507003Icon,507003Text,13,,,,999,,1,400,,1
507004,樱花私语文件夹,507004Name,507004Icon,507004Text,13,,,,999,,1,400,,1
507005,星轨魔导文件夹,507005Name,507005Icon,507005Text,13,,,,999,,1,400,,1
507006,雾境魔女文件夹,507006Name,507006Icon,507006Text,13,,,,999,,1,400,,1
507007,月光咒印文件夹,507007Name,507007Icon,507007Text,13,,,,999,,1,400,,1
507008,冰晶灵使文件夹,507008Name,507008Icon,507008Text,13,,,,999,,1,400,,1
507009,云间神谕文件夹,507009Name,507009Icon,507009Text,13,,,,999,,1,400,,1
507010,课间碎光文件夹,507010Name,507010Icon,507010Text,13,,,,999,,1,400,,1
507011,校服晚风文件夹,507011Name,507011Icon,507011Text,13,,,,999,,1,400,,1
507012,操场落日文件夹,507012Name,507012Icon,507012Text,13,,,,999,,1,600,,2
507013,图书馆秘思文件夹,507013Name,507013Icon,507013Text,13,,,,999,,1,600,,2
507014,天台告白文件夹,507014Name,507014Icon,507014Text,13,,,,999,,1,600,,2
507015,月下青衫文件夹,507015Name,507015Icon,507015Text,13,,,,999,,1,600,,2
507016,桃枝执扇文件夹,507016Name,507016Icon,507016Text,13,,,,999,,1,600,,2
507017,山河辞赋文件夹,507017Name,507017Icon,507017Text,13,,,,999,,1,600,,2
507018,云袖清欢文件夹,507018Name,507018Icon,507018Text,13,,,,999,,1,600,,2
507019,灯影红笺文件夹,507019Name,507019Icon,507019Text,13,,,,999,,1,600,,2
507020,霓虹战姬文件夹,507020Name,507020Icon,507020Text,13,,,,999,,1,800,,3
507021,深空巡卫文件夹,507021Name,507021Icon,507021Text,13,,,,999,,1,800,,3
507022,机甲星旅文件夹,507022Name,507022Icon,507022Text,13,,,,999,,1,800,,3
507023,雨夜刃影文件夹,507023Name,507023Icon,507023Text,13,,,,999,,1,800,,3
507024,虚空战歌文件夹,507024Name,507024Icon,507024Text,13,,,,999,,1,800,,3
507025,猫屿午后文件夹,507025Name,507025Icon,507025Text,13,,,,999,,1,800,,3
507026,雪落狐踪文件夹,507026Name,507026Icon,507026Text,13,,,,999,,1,1000,,4
507027,深海人鱼文件夹,507027Name,507027Icon,507027Text,13,,,,999,,1,1000,,4
507028,林间萤火文件夹,507028Name,507028Icon,507028Text,13,,,,999,,1,1000,,4
507029,浅海碎浪文件夹,507029Name,507029Icon,507029Text,13,,,,999,,1,1200,,5
508000,星野休憩挂轴,508000Name,508000Icon,508000Text,13,,,,999,,1,400,,1
508001,晚风橘绘挂轴,508001Name,508001Icon,508001Text,13,,,,999,,1,400,,1
508002,窗边白笺挂轴,508002Name,508002Icon,508002Text,13,,,,999,,1,400,,1
508003,青空信约挂轴,508003Name,508003Icon,508003Text,13,,,,999,,1,400,,1
508004,樱花私语挂轴,508004Name,508004Icon,508004Text,13,,,,999,,1,400,,1
508005,星轨魔导挂轴,508005Name,508005Icon,508005Text,13,,,,999,,1,400,,1
508006,雾境魔女挂轴,508006Name,508006Icon,508006Text,13,,,,999,,1,400,,1
508007,月光咒印挂轴,508007Name,508007Icon,508007Text,13,,,,999,,1,400,,1
508008,冰晶灵使挂轴,508008Name,508008Icon,508008Text,13,,,,999,,1,400,,1
508009,云间神谕挂轴,508009Name,508009Icon,508009Text,13,,,,999,,1,400,,1
508010,课间碎光挂轴,508010Name,508010Icon,508010Text,13,,,,999,,1,400,,1
508011,校服晚风挂轴,508011Name,508011Icon,508011Text,13,,,,999,,1,400,,1
508012,操场落日挂轴,508012Name,508012Icon,508012Text,13,,,,999,,1,600,,2
508013,图书馆秘思挂轴,508013Name,508013Icon,508013Text,13,,,,999,,1,600,,2
508014,天台告白挂轴,508014Name,508014Icon,508014Text,13,,,,999,,1,600,,2
508015,月下青衫挂轴,508015Name,508015Icon,508015Text,13,,,,999,,1,600,,2
508016,桃枝执扇挂轴,508016Name,508016Icon,508016Text,13,,,,999,,1,600,,2
508017,山河辞赋挂轴,508017Name,508017Icon,508017Text,13,,,,999,,1,600,,2
508018,云袖清欢挂轴,508018Name,508018Icon,508018Text,13,,,,999,,1,600,,2
508019,灯影红笺挂轴,508019Name,508019Icon,508019Text,13,,,,999,,1,600,,2
508020,霓虹战姬挂轴,508020Name,508020Icon,508020Text,13,,,,999,,1,800,,3
508021,深空巡卫挂轴,508021Name,508021Icon,508021Text,13,,,,999,,1,800,,3
508022,机甲星旅挂轴,508022Name,508022Icon,508022Text,13,,,,999,,1,800,,3
508023,雨夜刃影挂轴,508023Name,508023Icon,508023Text,13,,,,999,,1,800,,3
508024,虚空战歌挂轴,508024Name,508024Icon,508024Text,13,,,,999,,1,800,,3
508025,猫屿午后挂轴,508025Name,508025Icon,508025Text,13,,,,999,,1,800,,3
508026,雪落狐踪挂轴,508026Name,508026Icon,508026Text,13,,,,999,,1,1000,,4
508027,深海人鱼挂轴,508027Name,508027Icon,508027Text,13,,,,999,,1,1000,,4
508028,林间萤火挂轴,508028Name,508028Icon,508028Text,13,,,,999,,1,1000,,4
508029,浅海碎浪挂轴,508029Name,508029Icon,508029Text,13,,,,999,,1,1200,,5
509000,星野休憩海报,509000Name,509000Icon,509000Text,13,,,,999,,1,400,,1
509001,晚风橘绘海报,509001Name,509001Icon,509001Text,13,,,,999,,1,400,,1
509002,窗边白笺海报,509002Name,509002Icon,509002Text,13,,,,999,,1,400,,1
509003,青空信约海报,509003Name,509003Icon,509003Text,13,,,,999,,1,400,,1
509004,樱花私语海报,509004Name,509004Icon,509004Text,13,,,,999,,1,400,,1
509005,星轨魔导海报,509005Name,509005Icon,509005Text,13,,,,999,,1,400,,1
509006,雾境魔女海报,509006Name,509006Icon,509006Text,13,,,,999,,1,400,,1
509007,月光咒印海报,509007Name,509007Icon,509007Text,13,,,,999,,1,400,,1
509008,冰晶灵使海报,509008Name,509008Icon,509008Text,13,,,,999,,1,400,,1
509009,云间神谕海报,509009Name,509009Icon,509009Text,13,,,,999,,1,400,,1
509010,课间碎光海报,509010Name,509010Icon,509010Text,13,,,,999,,1,400,,1
509011,校服晚风海报,509011Name,509011Icon,509011Text,13,,,,999,,1,400,,1
509012,操场落日海报,509012Name,509012Icon,509012Text,13,,,,999,,1,600,,2
509013,图书馆秘思海报,509013Name,509013Icon,509013Text,13,,,,999,,1,600,,2
509014,天台告白海报,509014Name,509014Icon,509014Text,13,,,,999,,1,600,,2
509015,月下青衫海报,509015Name,509015Icon,509015Text,13,,,,999,,1,600,,2
509016,桃枝执扇海报,509016Name,509016Icon,509016Text,13,,,,999,,1,600,,2
509017,山河辞赋海报,509017Name,509017Icon,509017Text,13,,,,999,,1,600,,2
509018,云袖清欢海报,509018Name,509018Icon,509018Text,13,,,,999,,1,600,,2
509019,灯影红笺海报,509019Name,509019Icon,509019Text,13,,,,999,,1,600,,2
509020,霓虹战姬海报,509020Name,509020Icon,509020Text,13,,,,999,,1,800,,3
509021,深空巡卫海报,509021Name,509021Icon,509021Text,13,,,,999,,1,800,,3
509022,机甲星旅海报,509022Name,509022Icon,509022Text,13,,,,999,,1,800,,3
509023,雨夜刃影海报,509023Name,509023Icon,509023Text,13,,,,999,,1,800,,3
509024,虚空战歌海报,509024Name,509024Icon,509024Text,13,,,,999,,1,800,,3
509025,猫屿午后海报,509025Name,509025Icon,509025Text,13,,,,999,,1,800,,3
509026,雪落狐踪海报,509026Name,509026Icon,509026Text,13,,,,999,,1,1000,,4
509027,深海人鱼海报,509027Name,509027Icon,509027Text,13,,,,999,,1,1000,,4
509028,林间萤火海报,509028Name,509028Icon,509028Text,13,,,,999,,1,1000,,4
509029,浅海碎浪海报,509029Name,509029Icon,509029Text,13,,,,999,,1,1200,,5
510000,星野休憩镭射票,510000Name,510000Icon,510000Text,13,,,,999,,1,400,,1
510001,晚风橘绘镭射票,510001Name,510001Icon,510001Text,13,,,,999,,1,400,,1
510002,窗边白笺镭射票,510002Name,510002Icon,510002Text,13,,,,999,,1,400,,1
510003,青空信约镭射票,510003Name,510003Icon,510003Text,13,,,,999,,1,400,,1
510004,樱花私语镭射票,510004Name,510004Icon,510004Text,13,,,,999,,1,400,,1
510005,星轨魔导镭射票,510005Name,510005Icon,510005Text,13,,,,999,,1,400,,1
510006,雾境魔女镭射票,510006Name,510006Icon,510006Text,13,,,,999,,1,400,,1
510007,月光咒印镭射票,510007Name,510007Icon,510007Text,13,,,,999,,1,400,,1
510008,冰晶灵使镭射票,510008Name,510008Icon,510008Text,13,,,,999,,1,400,,1
510009,云间神谕镭射票,510009Name,510009Icon,510009Text,13,,,,999,,1,400,,1
510010,课间碎光镭射票,510010Name,510010Icon,510010Text,13,,,,999,,1,400,,1
510011,校服晚风镭射票,510011Name,510011Icon,510011Text,13,,,,999,,1,400,,1
